,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family
205,(+)-Homoaromoline,YJRWQNIRFXVBRB-WDYNHAJCSA-N,YJRWQNIRFXVBRB,Stephania venosa (Bl.)Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
235,(+)-Stepharine,OGJKMZVUJJYWKO-UHFFFAOYSA-N,OGJKMZVUJJYWKO,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
237,(+)-Stepharine,OGJKMZVUJJYWKO-UHFFFAOYSA-N,OGJKMZVUJJYWKO,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
127,(-)-Acetylsukhodianine,WPCZROVYBARYJT-SIKLNZKXSA-N,WPCZROVYBARYJT,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
138,(-)-Crebanine,UVDQDNQWGQFIAO-UHFFFAOYSA-N,UVDQDNQWGQFIAO,Stephania venosa (Bl.)Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
151,(-)-Kikemanine,DIHXHTWYVOYYDC-INIZCTEOSA-N,DIHXHTWYVOYYDC,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
154,(-)-Nuciferoline,UPZUXWDNFBPUNP-HNNXBMFYSA-N,UPZUXWDNFBPUNP,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
155,(-)-Stephadiolamine beta-N-oxide,PUJJAPBMADETJQ-YDMBZNJDSA-N,PUJJAPBMADETJQ,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
156,(-)-Stephadiolamine beta-N-oxide,PUJJAPBMADETJQ-YDMBZNJDSA-N,PUJJAPBMADETJQ,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
157,(-)-Stesakine,SEMYGVLEPLMRRC-CYBMUJFWSA-N,SEMYGVLEPLMRRC,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
160,(-)-Sukhodianine,RUNAFDLOXRYAAQ-ZWKOTPCHSA-N,RUNAFDLOXRYAAQ,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
161,(-)-Sukhodianine beta-N-oxide,NKRHOILNOKGLBP-GAOSQQNJSA-N,NKRHOILNOKGLBP,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
180,(-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-KRWDZBQOSA-N,AEQDJSLRWYMAQI,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
188,(-)-Tuduranine,KUECBJOPWMRHEX-CQSZACIVSA-N,KUECBJOPWMRHEX,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
192,(-)-Ushinsunine beta-N-oxide,PQQSHMZUVWGXSV-PZEDNMLSSA-N,PQQSHMZUVWGXSV,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
193,(-)-Ushinsunine beta-N-oxide,PQQSHMZUVWGXSV-PZEDNMLSSA-N,PQQSHMZUVWGXSV,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
128,Asimilobine,NBDNEUOVIJYCGZ-CYBMUJFWSA-N,NBDNEUOVIJYCGZ,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
131,Asimilobine,NBDNEUOVIJYCGZ-CYBMUJFWSA-N,NBDNEUOVIJYCGZ,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
248,Ayuthianine,HYWVELCSGZINQW-ZWKOTPCHSA-N,HYWVELCSGZINQW,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
249,Ayuthianine,HYWVELCSGZINQW-ZWKOTPCHSA-N,HYWVELCSGZINQW,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
403,Corydine,GSOYCJSOFNBVDD-ZOWNYOTGSA-N,GSOYCJSOFNBVDD,Stephania venosa,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
251,Dehydrocrebanine,HCKFFNXOLCSPAI-UHFFFAOYSA-N,HCKFFNXOLCSPAI,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
255,Dehydrocrebanine,HCKFFNXOLCSPAI-UHFFFAOYSA-N,HCKFFNXOLCSPAI,Stephania venosa (Bl.)Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
189,Micheline A,NVMGTUCOAQKLLO-DLBZAZTESA-N,NVMGTUCOAQKLLO,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
190,Micheline A,NVMGTUCOAQKLLO-DLBZAZTESA-N,NVMGTUCOAQKLLO,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
265,Oxocrebanine,MRMACEXMVLHBJQ-UHFFFAOYSA-N,MRMACEXMVLHBJQ,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
267,Oxocrebanine,MRMACEXMVLHBJQ-UHFFFAOYSA-N,MRMACEXMVLHBJQ,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
270,Oxostephanine,HPWGRUBQQWPQKG-UHFFFAOYSA-N,HPWGRUBQQWPQKG,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
272,Oxostephanine,HPWGRUBQQWPQKG-UHFFFAOYSA-N,HPWGRUBQQWPQKG,Stephania venosa (Bl.) Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
276,Thailandine,AYWOIVAAKYUAFE-UHFFFAOYSA-N,AYWOIVAAKYUAFE,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
277,Thailandine,AYWOIVAAKYUAFE-UHFFFAOYSA-N,AYWOIVAAKYUAFE,Stephania venosa (Bl.)Spreng.,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
278,Uthongine,ABAKCJDWDGADKE-UHFFFAOYSA-N,ABAKCJDWDGADKE,Stephania venosa Spreng,Stephania venosa,Stephania venosa (Blume) Spreng.,Stephania venosa,Menispermaceae
181,(-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-KRWDZBQOSA-N,AEQDJSLRWYMAQI,Stephania viridiflavens H.S.Lo & M.Yang,Stephania viridiflavens,Stephania viridiflavens H.S.Lo & M.Yang,Stephania viridiflavens,Menispermaceae
45,Jatrorrhizine,MXTLAHSTUOXGQF-UHFFFAOYSA-O,MXTLAHSTUOXGQF,Stephania viridiflavens,Stephania viridiflavens,Stephania viridiflavens H.S.Lo & M.Yang,Stephania viridiflavens,Menispermaceae
58,Palmatine,RLQYRXCUPVKSAW-UHFFFAOYSA-M,RLQYRXCUPVKSAW,Stephania viridiflavens,Stephania viridiflavens,Stephania viridiflavens H.S.Lo & M.Yang,Stephania viridiflavens,Menispermaceae
525,Tetrahydropseudopalmatine,YOAUKNYXWBTMMF-UHFFFAOYSA-N,YOAUKNYXWBTMMF,Stephania viridiflavens,Stephania viridiflavens,Stephania viridiflavens H.S.Lo & M.Yang,Stephania viridiflavens,Menispermaceae
238,(+)-Stepharine,OGJKMZVUJJYWKO-UHFFFAOYSA-N,OGJKMZVUJJYWKO,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
502,(+-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-UHFFFAOYSA-N,AEQDJSLRWYMAQI,Stephania yunnanensis,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
152,(-)-Kikemanine,DIHXHTWYVOYYDC-INIZCTEOSA-N,DIHXHTWYVOYYDC,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
329,(-)-Roemerine,JCTYWRARKVGOBK-CQSZACIVSA-N,JCTYWRARKVGOBK,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
340,(-)-Salutaridine,GVTRUVGBZQJVTF-ORAYPTAESA-N,GVTRUVGBZQJVTF,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
352,(-)-Stephanine,UEAPAHNNFSZHMW-CQSZACIVSA-N,UEAPAHNNFSZHMW,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
182,(-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-KRWDZBQOSA-N,AEQDJSLRWYMAQI,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
489,Dehydrocorydalmine,VQSYXVWEZATIHL-UHFFFAOYSA-O,VQSYXVWEZATIHL,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
60,Palmatine,RLQYRXCUPVKSAW-UHFFFAOYSA-M,RLQYRXCUPVKSAW,Stephania yunnanensis,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
469,Stepharanine,BENXORZPKXUGMY-UHFFFAOYSA-O,BENXORZPKXUGMY,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
381,Stephodeline,YRYHFXJRUQQCBR-XQAUZQBESA-N,YRYHFXJRUQQCBR,Stephania yunnanensis,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
485,Stepholidine,JKPISQIIWUONPB-UHFFFAOYSA-N,JKPISQIIWUONPB,Stephania yunnanensis H.S Lo,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
386,Tannagine,YRYHFXJRUQQCBR-YMTYPPQLSA-N,YRYHFXJRUQQCBR,Stephania yunnanensis,Stephania yunnanensis,Stephania yunnanensis H.S.Lo,Stephania yunnanensis,Menispermaceae
368,(+)-Dicentrine,YJWBWQWUHVXPNC-AWEZNQCLSA-N,YJWBWQWUHVXPNC,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
372,(+)-Epiglaufidine,DPVUITDUDZIAQO-QWHCGFSZSA-N,DPVUITDUDZIAQO,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
411,Corydine,GSOYCJSOFNBVDD-ZOWNYOTGSA-N,GSOYCJSOFNBVDD,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
431,Dicentrinone,NEQVOBXBOFZEMR-UHFFFAOYSA-N,NEQVOBXBOFZEMR,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
266,Oxocrebanine,MRMACEXMVLHBJQ-UHFFFAOYSA-N,MRMACEXMVLHBJQ,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
383,Stephodeline,YRYHFXJRUQQCBR-XQAUZQBESA-N,YRYHFXJRUQQCBR,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
385,Tannagine,YRYHFXJRUQQCBR-YMTYPPQLSA-N,YRYHFXJRUQQCBR,Stephania zippeliana Miq.,Stephania zippeliana,Stephania zippeliana Miq.,Stephania zippeliana,Menispermaceae
5374,(-)-Lycorine,XGVJWXAYKUHDOO-DANNLKNASA-N,XGVJWXAYKUHDOO,Sternbergia lutea,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
5762,Galanthine,VOIMPDXOQJYVDI-UHFFFAOYSA-N,VOIMPDXOQJYVDI,Sternbergia lutea ker-Gawl,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
5373,Hippeastrine,DGQPIOQRPAGNGB-DANNLKNASA-N,DGQPIOQRPAGNGB,Sternbergia lutea,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
5763,Lutessine,MOWAHCOFZKJVJP-JKEDJMADSA-N,MOWAHCOFZKJVJP,Sternbergia lutea ker-Gawl,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
5764,Sternbergine,JKXPUEOBLNILSU-DZJNRPSUSA-N,JKXPUEOBLNILSU,Sternbergia lutea ker-Gawl,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
5765,Tazettine,YLWAQARRNQVEHD-IEGACIPQSA-N,YLWAQARRNQVEHD,Sternbergia lutea ker-Gawl,Sternbergia lutea,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Sternbergia lutea,Amaryllidaceae
8566,Strophalloside,HULMNSIAKWANQO-RMBZBVRKSA-N,HULMNSIAKWANQO,Streblus asper,Streblus asper,Streblus asper Lour.,Streblus asper,Moraceae
1324,Fangchinoline,IIQSJHUEZBTSAT-VMPREFPWSA-N,IIQSJHUEZBTSAT,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Menispermaceae
1326,N-Methyllindcarpine,MBKKEBKZSKSAPX-LBPRGKRZSA-N,MBKKEBKZSKSAPX,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Menispermaceae
1325,Predicentrine,OUTYMWDDJORZOH-UHFFFAOYSA-N,OUTYMWDDJORZOH,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Strychnopsis thouarsii Baill.,Strychnopsis thouarsii,Menispermaceae
7123,3-O-Caffeoylquinic acid,CWVRJTMFETXNAD-JUHZACGLSA-N,CWVRJTMFETXNAD,Strychnos colubrina,Strychnos wallichiana,Strychnos wallichiana Steud. ex A.DC.,Strychnos wallichiana,Loganiaceae
6755,Phloridzin,IOUVKUPGCMBWBT-QNDFHXLGSA-N,IOUVKUPGCMBWBT,Symplocos spicata,Symplocos acuminata,Symplocos acuminata (Blume) Miq.,Symplocos acuminata,Symplocaceae
6765,Rhamnetin 3-galactosyl-(1->4)-galactoside,LSPBTBSEMHJXDA-OXXUSNHYSA-N,LSPBTBSEMHJXDA,Symplocos spicata,Symplocos acuminata,Symplocos acuminata (Blume) Miq.,Symplocos acuminata,Symplocaceae
6756,D-Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,CZMRCDWAGMRECN,Symplocos caudata,Symplocos caudata,Symplocos caudata Wall. ex G.Don,Symplocos caudata,Symplocaceae
6775,Matairesinoside,AAGCATAPYOEULE-LHHMAMHXSA-N,AAGCATAPYOEULE,Symplocos caudata Wall,Symplocos caudata,Symplocos caudata Wall. ex G.Don,Symplocos caudata,Symplocaceae
6759,(-)-Caaverine,DUSFBAYEYGRYOT-CYBMUJFWSA-N,DUSFBAYEYGRYOT,Symplocos celastrinea,Symplocos celastrinea,Symplocos celastrinea Mart. ex Miq.,Symplocos celastrinea,Symplocaceae
6762,Cornin,HLXRWTJXGMHOFN-XJSNKYLASA-N,HLXRWTJXGMHOFN,Symplocos glauca,Symplocos glauca,Symplocos glauca (Thunb.) Koidz.,Symplocos glauca,Symplocaceae
6776,Salsoloside C,SVZYIOROKNINRX-XUXNMTTRSA-N,SVZYIOROKNINRX,Symplocos glomerata King,Symplocos glomerata,Symplocos glomerata King ex C.B.Clarke,Symplocos glomerata,Symplocaceae
6761,(+)-Lirioresinol B,KOWMJRJXZMEZLD-HCIHMXRSSA-N,KOWMJRJXZMEZLD,Symplocos lancifolia,Symplocos lancifolia,Symplocos lancifolia Siebold & Zucc.,Symplocos lancifolia,Symplocaceae
6768,(+)-Pinoresinol,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,Symplocos lancifolia,Symplocos lancifolia,Symplocos lancifolia Siebold & Zucc.,Symplocos lancifolia,Symplocaceae
6760,Cubebin,DIYWRNLYKJKHAM-MDOVXXIYSA-N,DIYWRNLYKJKHAM,Symplocos lancifolia,Symplocos lancifolia,Symplocos lancifolia Siebold & Zucc.,Symplocos lancifolia,Symplocaceae
6769,Isolariciresinol,OGFXBIXJCWAUCH-KPHUOKFYSA-N,OGFXBIXJCWAUCH,Symplocos lancifolia,Symplocos lancifolia,Symplocos lancifolia Siebold & Zucc.,Symplocos lancifolia,Symplocaceae
6754,Phloridzin,IOUVKUPGCMBWBT-QNDFHXLGSA-N,IOUVKUPGCMBWBT,Symplocos lancifolia,Symplocos lancifolia,Symplocos lancifolia Siebold & Zucc.,Symplocos lancifolia,Symplocaceae
6767,(+)-Pinoresinol,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,Symplocos lucida,Symplocos lucida,Symplocos lucida Wall. ex G.Don,Symplocos lucida,Symplocaceae
6766,Delphinidin 3-sambubioside,TWYYVOVDSNRIJM-AFAGGVQESA-O,TWYYVOVDSNRIJM,Symplocos lucida,Symplocos lucida,Symplocos lucida Wall. ex G.Don,Symplocos lucida,Symplocaceae
6771,Trilobatin,GSTCPEBQYSOEHV-QNDFHXLGSA-N,GSTCPEBQYSOEHV,Symplocos microcalyx,Symplocos microcalyx,Symplocos microcalyx Hayata,Symplocos microcalyx,Symplocaceae
6784,Symplocososide A,UIXOAAHDLBYLIC-DTMCBUNHSA-N,UIXOAAHDLBYLIC,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6785,Symplocososide C,NRJDYTBXPQINHA-BZNXCVIUSA-N,NRJDYTBXPQINHA,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6786,Symplocososide D,NRJDYTBXPQINHA-TWEYXVJISA-N,NRJDYTBXPQINHA,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6787,Symplocososide E,BHCRZMBVGQMTHN-QIFHNBKDSA-N,BHCRZMBVGQMTHN,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6788,Symplocososide F,KEDJBUGHODJQAX-DNTIVQIWSA-N,KEDJBUGHODJQAX,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6777,Symplocososide L,XPBNJNXKQVWGAY-XWVGWLPGSA-N,XPBNJNXKQVWGAY,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6778,Symplocososide M,XPBNJNXKQVWGAY-SUCVEKIBSA-N,XPBNJNXKQVWGAY,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6779,Symplocososide N,VWGRQOQBKGDNRR-YJIUYGCQSA-N,VWGRQOQBKGDNRR,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6780,Symplocososide O,KQRCDMCWOCFTFN-OTTLVRDMSA-N,KQRCDMCWOCFTFN,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6781,Symplocososide P,KVGBTCLZIJIZOM-SQSZGAPHSA-N,KVGBTCLZIJIZOM,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6782,Symplocososide Q,JJEOJVCZWZVKJQ-LOCKPRQPSA-N,JJEOJVCZWZVKJQ,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6783,Symplocososide R,ORGUHEZYVWCXQM-PDIAMSGGSA-N,ORGUHEZYVWCXQM,Symplocos chinensis,Symplocos paniculata,Symplocos paniculata (Thunb.) Miq.,Symplocos paniculata,Symplocaceae
6770,Confusoside,BIZAJDCIOZNYLQ-YMQHIKHWSA-N,BIZAJDCIOZNYLQ,Symplocos confusa,Symplocos pendula,Symplocos pendula Wight,Symplocos pendula,Symplocaceae
6763,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Symplocos racemosa,Symplocos racemosa,Symplocos racemosa Roxb.,Symplocos racemosa,Symplocaceae
6757,1-Methyl-beta-carboline,PSFDQSOCUJVVGF-UHFFFAOYSA-N,PSFDQSOCUJVVGF,Symplocos racemosa,Symplocos racemosa,Symplocos racemosa Roxb.,Symplocos racemosa,Symplocaceae
6773,Leucopelargonidin 3-O-glucoside,PNALTUDNWNFWBW-ISGQNNRWSA-N,PNALTUDNWNFWBW,Symplocos racemosa,Symplocos racemosa,Symplocos racemosa Roxb.,Symplocos racemosa,Symplocaceae
6774,Oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,MIJYXULNPSFWEK,Symplocos racemosa,Symplocos racemosa,Symplocos racemosa Roxb.,Symplocos racemosa,Symplocaceae
6764,beta-Amyrin,JFSHUTJDVKUMTJ-QHPUVITPSA-N,JFSHUTJDVKUMTJ,Symplocos racemosa,Symplocos racemosa,Symplocos racemosa Roxb.,Symplocos racemosa,Symplocaceae
6758,1-Methyl-beta-carboline,PSFDQSOCUJVVGF-UHFFFAOYSA-N,PSFDQSOCUJVVGF,Symplocos setchuensis,Symplocos setchuensis,Symplocos setchuensis Brand,Symplocos setchuensis,Symplocaceae
6772,Symplocoside,NSWUFLQDWPOETD-HZZMKQCQSA-N,NSWUFLQDWPOETD,Symplocos uniflora,Symplocos uniflora,Symplocos uniflora (Pohl) Benth.,Symplocos uniflora,Symplocaceae
1247,(+)-Cocsuline,GOYCVNCWKXBQBF-SVBPBHIXSA-N,GOYCVNCWKXBQBF,Synclisia scabrida Miers,Synclisia scabrida,Synclisia scabrida Miers,Synclisia scabrida,Menispermaceae
1248,Cocsoline,AFGMWONXXNDGGE-UHFFFAOYSA-N,AFGMWONXXNDGGE,Synclisia scabrida Miers,Synclisia scabrida,Synclisia scabrida Miers,Synclisia scabrida,Menispermaceae
1246,Cycleanine,ANOXEUSGZWSCQL-LOYHVIPDSA-N,ANOXEUSGZWSCQL,Synclisia scabrida Miers,Synclisia scabrida,Synclisia scabrida Miers,Synclisia scabrida,Menispermaceae
1691,10-Hydroxyheyneanine,IEUHGCGGKJVFFN-PXIICCPISA-N,IEUHGCGGKJVFFN,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1688,3-Oxocoronaridine,MMMDVGMDEBDBOH-KOMNKKMMSA-N,MMMDVGMDEBDBOH,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1689,Coronaridine hydroxyindolenine,PEBWIYPIKTWOBT-XPZFDQFCSA-N,PEBWIYPIKTWOBT,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1692,Ervahanine A,PBQMJIQJGPNOKV-ONAMSPKSSA-N,PBQMJIQJGPNOKV,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1693,Ervahanine B,CGVRBBCFDQVSEW-ONAMSPKSSA-N,CGVRBBCFDQVSEW,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1694,Ervahanine C,JSVJVPGYVMTAAH-ONAMSPKSSA-N,JSVJVPGYVMTAAH,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1690,Heyneanine,VGDQBNXQAOYMPS-UHFFFAOYSA-N,VGDQBNXQAOYMPS,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
1695,Perivine,NKTORRNHKYVXSU-XXMLWKDOSA-N,NKTORRNHKYVXSU,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.,Tabernaemontana bufalina,Apocynaceae
4060,(-)-Coronaridine,AJIYIDKEZBBKQG-FKTXENOYSA-N,AJIYIDKEZBBKQG,Tabernaemontana coronaria,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4062,3-Oxocoronaridine,MMMDVGMDEBDBOH-KOMNKKMMSA-N,MMMDVGMDEBDBOH,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4063,3-Oxovoacangine,LTQINICYLGNLHN-UHFFFAOYSA-N,LTQINICYLGNLHN,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4064,Coronaridine hydroxyindolenine,PEBWIYPIKTWOBT-XPZFDQFCSA-N,PEBWIYPIKTWOBT,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4069,Dregamine,FFVRRQMGGGTQRH-GYOUQHOJSA-N,FFVRRQMGGGTQRH,Ervatamia coronaria,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4065,Heyneanine,VGDQBNXQAOYMPS-UHFFFAOYSA-N,VGDQBNXQAOYMPS,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
